Question,Label
YEAH OKAY SOMETHING IN YOUR BOTTOM THEN WHAT HAPPENED,4.0
OKAY DID ANYTHING ELSE HAPPEN,2.0
OKAY HE PUT SOMETHING IN YOUR BOTTOM AND HE PULLED IT OUT AND PUT BACK IN A FEW TIMES,4.0
OKAY AND THEN WHAT HAPPENED,1.0
HAD HIS DIRTY SPOT IN HIS HAND WHAT ELSE HAPPENED,4.0
OKAY SO YOU SAID BEFORE THAT HE PUT SOMETHING IN YOUR BOTTOM TELL ME EVERYTHING ABOUT THAT PART,1.0
OKAY YEAH TELL ME EVERYTHING ABOUT THE PART WHERE HE HAD THE DIRTY SPOT IN HIS HAND,1.0
OKAY SO I WASN'T THERE CAN YOU TELL ME A BIT MORE ABOUT HIS DIRTY SPOT,2.0
YEAH WHAT CAN YOU TELL ME ABOUT HIS DIRTY SPOT,2.0
LONG AND HARD OKAY DID YOU SEE HIS DIRTY SPOT IS THAT WHAT IT FELT LIKE OR SOMETHING ELSE,5.0
OKAY I'M A BIT CONFUSED ABOUT THE DIRTY SPOT CAN YOU TELL ME A BIT MORE ABOUT IT,2.0
YEAH WHAT CAN YOU TELL ME ABOUT IT,2.0
OKAY SO HE'S HAD HIS PANTS DOWN AND IT WAS OUT WHAT ELSE,4.0
YEAH CAN YOU TELL ME ANYMORE ABOUT IT BEING BIG AND YUCKY,2.0
DID HE SAY ANYTHING TO YOU,2.0
NO DID YOU SAY ANYTHING TO HIM,4.0
OKAY SO WHAT HAPPENED AFTER YOU STARTED CRYING,1.0
OKAY YOU SAID THAT HIS DIRTY SPOT WAS REALLY BIG AND THAT IT WAS LONG AND HARD,4.0
SO IT WAS REALLY YUCK WHAT COLOUR WAS IT,4.0
HIS SKIN COLOUR OKAY DO YOU KNOW IF THE DIRTY SPOT HAS ANOTHER NAME,4.0
WHAT'S THE OTHER NAME FOR IT,2.0
HIS WILLY OKAY AND YOU SAID THAT HE PUT SOMETHING IN YOUR BOTTOM,4.0
YEAH DO YOU KNOW WHAT IT WAS THAT HE PUT IN YOUR BOTTOM,2.0
OKAY AND WHAT PART OF YOUR BODY DO YOU MEAN WITH YOUR BOTTOM,2.0
SORRY,4.0
OH OKAY WHERE YOU DO POOS OKAY IS THIS THE FIRST TIME THAT YOUR COUSIN HAS DONE SOMETHING LIKE THIS TO YOU,4.0
YEAH DID YOU TELL ANYBODY ABOUT IT,4.0
YOU TOLD YOUR MUM OKAY AND DID ANYBODY SEE WHAT HAPPENED,4.0
NO SO WHERE WAS MUM WHEN IT HAPPENED,4.0
SHE WAS AT HOME WAS THERE ANYBODY ELSE IN THE HOUSE,4.0
OKAY AND WHERE WERE THEY,2.0
OH OKAY AND YOU SAID THAT YOUR COUSIN DIDN'T SAY ANYTHING TO YOU,2.0
AND YOU DIDN'T SAY ANYTHING TO HIM,2.0
BUT YOU DID TELL MUM,2.0
SO SARAH CAN YOU TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,2.0
YEAH WHAT ARE WE TALKING ABOUT TODAY,4.0
YEAH OKAY WHAT ABOUT YOUR BACK,2.0
IT'S SORE IS IT HOW DID IT GET SORE,4.0
IT JUST HURTS DOES IT I HEARD THAT YOU HAD SOME MARKS ON YOUR BACK IS THAT RIGHT,4.0
WHERE DID THE MARKS COME FROM,2.0
OKAY FROM A STICK DID YOU GET HIT WITH A STICK,4.0
AND WHO HIT YOU WITH THE STICK,2.0
MARK HIT YOU WITH THE STICK CAN YOU TELL ME WHAT HAPPENED WHEN HE HIT YOU WITH THE STICK,4.0
WHAT HAPPENED NEXT,2.0
HE SAID YOU WERE IN TROUBLE,4.0
WHAT WERE YOU IN TROUBLE FOR DO YOU KNOW,2.0
YEAH CAN YOU TELL ME ABOUT IT,2.0
OKAY SO YOU SAID YOU WERE IN TROUBLE WHY WERE YOU IN TROUBLE WHY WERE YOU IN TROUBLE,4.0
BROKE THE CONTROL,4.0
WHAT KIND OF CONTROL WAS THAT,2.0
OKAY SO I'VE HEARD THAT YOU WERE HIT WITH A STICK BY MARK BECAUSE YOU BROKE THE NINTENDO CONTROL IS THAT RIGHT,2.0
OKAY AND WHAT HAPPENED WHEN HE HIT YOU WITH THE STICK WHERE WERE YOU,5.0
IN YOUR BEDROOM WAS THERE ANYONE ELSE HOME,4.0
AND DO YOU REMEMBER WHERE YOU WERE WHY YOU WERE IN THE BEDROOM,5.0
WHY WAS THAT,2.0
OKAY DID HE TELL YOU TO GO TO YOUR ROOM BECAUSE OF THE CONTROL,3.0
OKAY DID ANYTHING ELSE HAPPEN AFTER HE HIT YOU WITH THE STICK,2.0
YEAH WHAT HAPPENED CAN YOU TELL ME ABOUT THAT,5.0
OKAY DO YOU KNOW WHERE HE WENT,2.0
WHERE DID HE GO,2.0
OKAY DID YOU TALK TO MARK AT ALL ABOUT THE MARKS AFTERWARDS,2.0
DID YOU SHOW ANYONE ELSE THE MARKS,2.0
WHO DID YOU SHOW,2.0
THE NURSE OKAY NOW THE NURSE SAID THAT YOU DIDN'T REALLY WANT TO TALK ABOUT THE MARKS WHY WAS THAT,4.0
OKAY DID MARK SAY ANYTHING ABOUT WHEN HE HIT YOU,2.0
WHAT DID HE SAY,2.0
DON'T TELL ANYONE WHAT HAPPENED AFTER THAT,4.0
OKAY HOW MANY TIMES DID HE WHACK YOU,2.0
LOTS OF TIMES,2.0
OKAY IS THIS THE ONLY TIME THAT HE'S HIT YOU,2.0
DO YOU REMEMBER HOW LONG HE WAS HITTING YOU FOR,2.0
NO DO YOU KNOW WHERE HE GOT THE STICK FROM,4.0
OKAY AND WHO IS MARK,2.0
YOUR COUSIN DO YOU KNOW HOW OLD MARK IS,4.0
YEAH HOW OLD IS HE,4.0
OLDER THAN YOU,2.0
IS HE OLDER THAN YOUR PARENTS,2.0
OKAY WHERE DOES MARK LIVE,2.0
OKAY WAS ANYONE ELSE HOME WHEN HE HIT YOU,2.0
DID ANYBODY ELSE SEE THE MARKS,2.0
NO WHY NOT,4.0
OKAY SO TELL ME MORE ABOUT THE PART WHERE YOU BROKE THE CONTROLLER WHAT HAPPENED,5.0
OKAY,4.0
OKAY SO NO ONE ELSE WAS HOME WHERE WAS EVERYONE ELSE,2.0
AT WORK OKAY AND WHY WAS MARK THERE,4.0
TO PLAY OKAY OKAY SO YOU'VE TOLD ME QUITE A BIT LET ME JUST DOUBLE-CHECK THAT I'VE GOT ALL OF THAT RIGHT SO MARK WAS WITH YOU AND YOU WERE PLAYING NINTENDO AND YOU STOOD UP AND BROKE THE CONTROLLER AND THEN HE GOT ANGRY AT YOU FOR THAT SO YOU WENT TO THE GARDEN AND GOT A STICK AND THEN HE HIT YOU WITH IT LOTS OF TIMES AND THEN AFTER THAT HE JUST LEFT AND HE TOLD YOU NOT TO TELL ANYONE,4.0
IS THERE ANYTHING ELSE YOU WANT TO TELL ME THAT I'VE MISSED,2.0
…TALK TO ME ABOUT TODAY,1.0
OKAY WHAT ABOUT YOUR TEACHER,2.0
YOU DON'T LIKE PLAYING GAMES WITH YOUR TEACHER,4.0
TELL ME ABOUT THE GAMES YOU PLAY WITH YOUR TEACHER,1.0
SHOW AND TELL,4.0
OKAY SO TELL ME MORE ABOUT SHOW AND TELL I'M NOT THERE SO I NEED YOU TO TELL ME IN AS MUCH DETAIL AS YOU CAN RIGHT FROM THE BEGINNING ABOUT WHAT SHOW AND TELL IS,0.0
SORRY I MISSED THAT I DIDN'T HEAR THAT,4.0
YEAH,4.0
SO OKAY SO YOU DON'T LIKE PUTTING AWAY THE PAINTS,3.0
IS THAT RIGHT,2.0
YEAH OKAY ALL RIGHT JUST TEL ME MORE ABOUT SHOW AND TELL THEN BECAUSE YOU SAID ABOUT SHOW AND TELL TELL ME IN AS MUCH DETAIL AS YOU CAN ABOUT SHOW AND TELL,1.0
OKAY SO WHO IS HE,2.0
YOUR TEACHER WHAT'S HIS NAME,4.0
MR MATTHEWS OKAY SO DURING SHOW AND TELL MR MATTHEWS FOLLOWS YOU INTO THE CUPBOARD WHEN YOU PUT THE PAINTS AWAY TELL ME ABOUT HIM FOLLOWING TELL ME MUCH MORE ABOUT HIM FOLLOWING YOU INTO THE CUPBOARD WHEN YOU PUT THE PAINTS AWAY,4.0
SO HE FOLLOWS YOU INTO THE CUPBOARD AND TELLS YOU THAT HE WANTS TO TEACH YOU HOW TO DO SHOW AND TELL DID I HEAR THAT RIGHT,4.0
OKAY SO TELL ME MUCH MORE ABOUT THAT,1.0
YEAH HE HAS TO GO FIRST AND WHAT THEN,4.0
AND THEN IT'S YOUR TURN YEAH AND WHAT HAPPENS THEN,4.0
OKAY SO HE TELLS YOU THAT HE NEEDS TO GO FIRST AND THEN IT'S YOUR TURN THEN HE TELLS YOU NOT TO TELL ANYONE OR YOU GET INTO TROUBLE,4.0
AND WHAT HAPPENS AFTER THAT,1.0
YOU PLAY OUTSIDE OKAY YOU'VE DONE A GREAT JOB IN TALKING TO ME TODAY YOU'RE DOING REALLY WELL TELLME JUST FROM THE BEGINNING WHEN HE FOLLOWS YOU INTO THE CUPBOARD JUST TELL ME THAT BIT WHEN HE FOLLOWS YOU INTO THE CUPBOARD SO THE BIT WHEN HE GOES FIRST,4.0
YEAH WHAT THEN,1.0
SO HE FOLLOWS YOU INTO THE CUPBOARD AND THEN HE PULLS HIS PANTS DOWN AND SHOWS YOU HIS WILLY IS THAT HAVE I GOT THAT RIGHT,4.0
OKAY AND WHAT THEN,1.0
AND THEN YOU HAVE TO PULL YOUR DRESS UP YEAH SORRY I THINK I'VE INTERRUPTED YOU,4.0
HE PULLS I'M JUST TRYING TO MAKE SURE THAT I UNDERSTAND EVERYTHING THAT YOU'RE TELLING ME SO MAKE SURE THAT YOU AS WE SAID AT THE BEGINNING THAT YOU CORRECT ME IF I HAVEN'T GOT SOMETHING RIGHT IS THAT OKAY,4.0
OKAY SO HE FOLLOWS YOU INTO THE CUPBOARD THEN HE PULLS HIS PANTS DOWN SHOWS YOU HIS WILLY YOU PULL YOUR DRESS UP BUT THEN ALSO YOU SHOW HIM YOUR WINI IS THAT RIGHT,4.0
YEAH OKAY YOU'RE DOING A REALLY GOOD JOB WITH TELLING ME THOSE THINGS I JUST WANTED TO UNDERSTAND A BIT MORE LUCY JUST ABOUT HIM PULLING HIS PANTS DOWN SO TELL ME IN AS MUCH DETAIL AS YOU CAN ABOUT HIM PULLING HIS PANTS DOWN,1.0
AND HIS UNDIES YEAH AND WHAT THEN,4.0
OKAY SO YOU SAID TO ME BEFORE THAT HE GOES FIRST CAN YOU JUST TELL ME A BIT MORE ABOUT THAT,2.0
YEAH TELL ME ABOUT THAT,1.0
OH OKAY ALL RIGHT SO I JUST WANT TO MAKE SURE I'VE UNDERSTOOD EVERYTHING THAT YOU'RE SAYING CAN YOU JUST TELL ME RIGHT FROM ABOUT WHEN HE SHOWED YOU HIS WILLY SO THEN YOU SHOWING HIM YOUR WINI,2.0
SORRY I MISSED THAT,4.0
OKAY SO WHAT DO YOU MEAN HE GOES FIRST,2.0
RIGHT OKAY YEAH I THINK I'VE UNDERSTOOD THAT SO ALL RIGHT AND WHAT DO YOU MEAN YOUR TURN,2.0
OKAY SO TELL ME A LOT MORE DETAIL PLEASE ABOUT HOW HE SHOWS HOW YOU SHOW HIM YOUR WINI,2.0
YEAH HOW DO YOU DO THAT,3.0
YEAH YEAH SO JUST OKAY I'M NOT THERE WHEN IT HAPPENED SO DESCRIBE IN A LOT MORE DETAIL FOR ME HOW YOU SHOW HIM YOUR WINI,3.0
OKAY AND WHAT'S THAT SAME THING,2.0
PULL YOUR DRESS UP YEAH OKAY SO I'M A BIT CONFUSED ON HOW HE GETS TO SEE YOUR WINI HOW DOES THAT HAPPEN,3.0
SORRY,4.0
HE JUST DOES SEE YOUR WINI YEAH HOW DOES HE COME TO SEE YOUR WINI,4.0
OKAY SO ARE YOU WEARING PANTS OR UNDERPANTS OR ANYTHING ELSE UNDER YOUR DRESS,2.0
