Question,Label
HM,2
HE LOOKS AFTER YOU WHEN MUM'S AT WORK,2
SO WHAT HAPPENED WHEN YOU WERE AT UNCLE GEORGE'S HOUSE,0
YEAH,2
HM-HM AND WHAT HAPPENED NEXT,0
HM-HM,2
HM-HM AND WHAT HAPPENED THEN,0
HM-HM,2
AND WHAT ELSE HAPPENED,0
AND WHAT HAPPENED THEN,0
HM-HM,2
YOU WENT HOME WITH MUM,2
OKAY SO YOU SAID THAT YOU WENT TO UNCLE GEORGE'S HOUSE WHEN MUM WAS AT WORK,2
AND TELL ME MORE ABOUT WHEN THAT HAPPENED,0
OKAY SO WHAT HAPPENED FIRST WHEN YOU GOT THERE,1
AND WHAT WAS UNCLE GEORGE DOING WHEN YOU WERE WATCHING TV,1
ALL RIGHT TELL ME MORE ABOUT THE PART WHEN HE WAS ON THE COMPUTER,0
CAN YOU DESCRIBE THE RUDE PEOPLE,1
HM-HM TELL ME MORE ABOUT THE RUDE PEOPLE,0
YEAH AND THEN WHAT HAPPENED NEXT,0
OKAY CAN YOU TELL ME MORE ABOUT THE GAME FOR THE BIG BOY,1
WHAT HAPPENED WITH THE BIG BOY GAME,1
OKAY SO AFTER THAT GAME WHAT HAPPENED THEN,0
OKAY SO I DON'T KNOW YOUR FAMILY CAN YOU TELL ME ABOUT MEMBERS OF YOUR FAMILY,1
HM-HM WHO IS IN YOUR FAMILY,0
AND DO YOU KNOW IF UNCLE GEORGE IS SOMETIMES CALLED A DIFFERENT NAME,1
NO OKAY AND DO YOU KNOW IF A WILLY IS SOMETIMES CALLED A DIFFERENT NAME,1
WHAT OTHER NAMES DO YOU KNOW FOR THAT WORD,1
AND WHO WAS AT UNCLE GEORGE'S PLACE WHEN YOU WENT THERE THIS DAY,1
HM-HM SO YOU SAID THAT HE SQUEEZED YOUR WILLY REALLY HARD AND YOU CRIED,2
HOW LONG DID HE SQUEEZE YOUR WILLY,0
AND DID UNCLE GEORGE SAY ANYTHING WHEN THAT HAPPENED,1
HAVE YOU SEEN UNCLE GEORGE SINCE THEN,1
NO AND HOW DO YOU FEEL NOW,0
FINE OKAY IS THERE ANYTHING ELSE YOU CAN TELL ME THAT I MIGHT NEED TO KNOW,1
OKAY DO YOU HAVE ANY QUESTIONS FOR ME,1
NO OKAY WELL THANK YOU FOR TALKING TO ME TODAY I HOPE YOU HAVE A GREAT DAY AND I APPRECIATE YOUR CHAT,2
SO JESSICA WHAT HAVE YOU COME TO TALK TO ME ABOUT,0
OKAY SO I DON'T KNOW ANYTHING ABOUT THE BAD MAN TELL ME EVERYTHING ABOUT THE BAD MAN AND START FROM THE BEGINNING,0
HM-HM,2
OKAY CAN YOU TELL ME ALL ABOUT THE PART WHERE YOU MET THE BAD MAN,1
SO TELL ME ALL ABOUT THE PART WHERE YOU MET THE BAD MAN,0
OKAY SO JESSICA I WASN'T THERE AT THE TOILET IN KMART SO WHAT I'D LIKE YOU TO DO IS FOR YOU TO TELL ME EVERYTHING ABOUT WHAT HAPPENED WHEN YOU WERE AT KMART AND I'D LIKE YOU TO START FROM THE BEGINNING,0
HM-HM,2
HM-HM AND THEN WHAT HAPPENED,0
HM-HM,2
YEAH AND SO WHAT ELSE HAPPENED,0
HM-HM,2
HM-HM,2
AND WHAT HAPPENED THEN,0
HM-HM,2
HM-HM SO TELL ME MORE ABOUT THE PART WHERE YOU WENT INTO THE TOILET,0
HM-HM,2
TELL ME MORE ABOUT THE PART WHERE THE BAD MAN CAME IN,0
HM-HM,2
HM-HM AND THEN WHAT HAPPENED,0
HM-HM,2
AND WHAT HAPPENED THEN JESSICA,0
ON YOUR MINI,2
HM-HM AND WHAT HAPPENED THEN,0
TELL ME MORE ABOUT THE LADY COMING IN,0
HM-HM,2
OKAY AND WHAT HAPPENED THEN,0
OKAY SO WHAT I WOULD LIKE YOU TO DO IS I WANT YOU TO TELL ME MORE ABOUT THE PART WHEN HE PUT HIS HAND ON YOUR MINI,0
HM-HM,2
HM-HM OKAY AND JESSICA DO YOU KNOW ANY OTHER WORDS FOR MINI,1
HM-HM,2
PRIVATES,2
HM-HM OKAY AND I WANT YOU TO ALL RIGHT SO TELL ME WHAT HAPPENED WHEN THE LADY CAME IN,0
HM-HM,2
OKAY SO WHAT HAPPENED WHEN HE TOLD YOU THAT HE WAS THE HELPER,0
HM-HM,2
HM-HM,2
OKAY NOW I WANT YOU TO TELL ME EVERYTHING ABOUT THE BAD MAN,0
HM-HM,2
HM-HM,2
JESSICA TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
THE BAD MAN CAN YOU TELL ME WHY HE'S THE BAD MAN,1
YEAH OKAY CAN YOU TELL ME WHAT'S HAPPENED,1
YEAH OKAY SO YOUR MUM SAID THAT YOU WENT TO KMART THE OTHER DAY IS THAT RIGHT,1
WENT TO KMART OKAY AND CAN YOU TELL ME WHO YOU WENT TO KMART WITH,1
YOUR MUM AND YOUR BROTHER OKAY AND DID YOU YOUR MUM SAID THAT YOU WENT TO THE TOILET WHEN YOU WENT TO KMART IS THAT RIGHT,1
YEAH AND CAN YOU TELL ME DID YOU TAKE ANYONE INTO THE TOILET WITH YOU,1
NO OKAY WHAT HAPPENED WHEN YOU WENT INTO THE TOILETS,0
HE FOLLOWED YOU IN SO THIS IS THE BAD MAN THAT YOU WERE JUST TALKING ABOUT,1
OKAY AND WHERE WERE THE TOILETS IN KMART DO YOU REMEMBER,1
NEAR THE BABY CLOTHES OKAY AND DID YOU SEE THE MAN BEFORE YOU WENT INTO THE TOILETS,1
NO OKAY SO A MAN'S FOLLOWED YOU INSIDE THE TOILET BLOCK OR INTO THE ACTUAL TOILET,1
IN THE ACTUAL TOILET OKAY AND DID THIS MAN SAY ANYTHING TO YOU WHEN YOU WERE IN THE TOILET,1
YEAH CAN YOU TELL ME WHAT CAN YOU REMEMBER WHAT HE SAID,1
YEAH WHAT DID HE SAY,1
HE'S THE TOILET HELPER OKAY CAN YOU DO YOU REMEMBER WHAT THIS MAN LOOKED LIKE,1
YEAH CAN YOU DESCRIBE HIM FOR ME OR CAN YOU REMEMBER WHAT HE LOOKED LIKE CAN YOU TELL ME WHAT HE WAS WEARING,1
YEAH WHAT WAS HE WEARING,1
A BIG GREEN COAT OKAY COULD YOU DO YOU REMEMBER WHAT HE WAS WEARING ON HIS LEGS,1
NO OKAY DO YOU REMEMBER ANYTHING ABOUT THE COAT APART FROM THAT IT WAS GREEN,1
IT WAS REALLY BIG OKAY DID IT HAVE ANY WRITING ON IT CAN YOU REMEMBER,1
NO OKAY AND YOU SAID THAT HE'S THE TOILET SORRY YOU SAID THAT HE FOLLOWED YOU TO THE TOILET AND HE SAID SOMETHING TO YOU WHAT HAPPENED ONCE HE SPOKE TO YOU IN THE TOILET,0
HE HAD TO HELP YOU WIPE OKAY SO DID YOU GO TO THE TOILET IN FRONT OF THIS MAN AT ALL,1
YOU DID OKAY AND HE WAS IN THERE WHEN YOU WENT TO THE TOILET IS THAT RIGHT,1
AND WHEN YOU SAID HE HAD TO HELP YOU WIPE WHAT DID HE DO,1
OKAY AND WHAT'S YOUR MINI,1
YOUR PRIVATE OKAY AND DID HE DO ANYTHING ELSE APART FROM TOUCH YOU,1
NO OKAY WHAT'S HAPPENED THEN HOW LONG DO YOU THINK HE HAD HIS HAND THERE TOUCHING YOU FOR,1
DID IT SEEM LIKE A LONG TIME OR A SHORT TIME,1
A LONG TIME OKAY AND DID HE HELP YOU WIPE,1
YEAH AND DID YOU DO A NUMBER ONE OR A NUMBER TWO,1
A NUMBER ONE OKAY AND SO DID HE USE TOILET PAPER TO DO THAT OR DID HE NOT USE TOILET PAPER,1
HE DIDN'T USE TOILET PAPER OKAY SO HE TOUCHED YOU WHICH SEEMED LIKE A LONG TIME DID HE WAS IT JUST ON THE OUTSIDE OR DID HE TOUCH YOU ON THE INSIDE TOO,2
THE OUTSIDE OKAY SO WHAT'S HAPPENED AFTER THAT,0
A LADY CAME IN,2
OKAY AND WHAT DID THE LADY DO,1
SHE ASKED YOU IF YOU WERE OKAY OKAY COULD YOU SEE YOU AND THE MAN IN THE TOILET TOGETHER,1
OKAY DO YOU REMEMBER WAS THE TOILET DOOR OPEN OR WAS IT CLOSED,1
CLOSED OKAY BUT SHE SAW YOU IN THERE DID SHE,1
OKAY WHAT DID THE MAN DID THE MAN SAY OR DO ANYTHING WHEN SHE SAID THAT,1
OKAY AND DID HE SPEAK TO HER AT ALL DO YOU REMEMBER,1
NO OKAY SO THE LADY'S WALKED IN AND ASKED IF YOU'RE OKAY AND THE MAN HAS JUST WALKED OUT,2
OKAY DID YOU SAY ANYTHING TO THE LADY,1
NO SO WHEN SHE ASKED IF YOU'RE OKAY YOU DIDN'T SAY ANYTHING TO HER,1
NO OKAY SO WHAT DID YOU DO AFTER THAT,0
YOU WENT BACK TO YOUR MUM OKAY AND DID YOU TELL YOUR MUM WHAT HAPPENED,1
YEAH CAN YOU REMEMBER WHAT YOU SAID TO YOUR MUM,1
YEAH WHAT DID YOU SAY,1
OKAY AND WHAT JESSICA DO YOU REMEMBER WHAT YOU WERE WEARING WHEN YOU WENT TO THE TOILET,1
YEAH WHAT WAS YOU WEARING,1
A DRESS OKAY AND WHAT COLOUR WAS YOUR DRESS,1
PINK OKAY AND WAS IT JUST PLAIN PINK OR DID IT HAVE PICTURES ON IT OR,1
JUST PLAIN PINK OKAY SO DID YOU TELL YOUR MUM ABOUT THE MAN THAT FOLLOWED YOU INTO THE TOILET,1
OKAY CAN YOU REMEMBER CAN YOU REMEMBER ANYTHING SPECIFIC ABOUT THE MAN APART FROM THE FACT THAT HE WAS WEARING A GREEN JACKET,1
NO OKAY WAS HE TALL OR WAS HE SHORT,1
HE WAS TALL OKAY AND HOW OLD DO YOU THINK HE MIGHT HAVE BEEN,1
HE HAD GREY OKAY DO YOU REMEMBER IF HE HAD ANY FACIAL ANY HAIR ON HIS FACE OR NOT,1
YEAH WHEREABOUTS,0
ON HIS CHIN OKAY YEAH DID HE HAVE ANY HAIR ANYWHERE ELSE ON HIS FACE,1
NO SO ON HIS CHIN OKAY WAS IT SHORT HAIR OR LONG HAIR ON HIS CHIN,1
SHORT HAIR OKAY SO DID IT LOOK LIKE A BEARD OR DID IT LOOK LIKE IT WAS JUST SORT OF A STUBBLE,1
A BEARD OKAY AND WHAT COLOUR WAS HIS BEARD,1
GREY OKAY AND YOU SAID THAT HIS HAIR WAS GREY CAN YOU REMEMBER WHAT HIS HAIR LOOKED LIKE,1
CAN YOU REMEMBER IF IT WAS IF HIS HAIR WAS LONG OR SHORT,1
SHORT OKAY AND DO YOU KNOW IF IT WAS HIS HAIR COMPLETELY GREY OR DID IT HAVE ANOTHER COLOUR,1
JUST GREY,2
OKAY AND DID HE HAVE ALL OF HIS HAIR ON HIS HEAD,1
HAD ALL HIS HAIR OKAY AND DO YOU KNOW WHAT TYPE OF HAIRSTYLE HE HAD SO YOU SAID IT WAS SHORT WAS IT SORT OF WAS IT MESSY OR WAS IT I GUESS REALLY SHORT LIKE REALLY REALLY SHORT HAIR OR WAS IT LONGER OR DO YOU REMEMBER,1
NO OKAY SO YOU SAID HE WAS WEARING A GREEN BIG JACKET SO DOES THAT MEAN SO COULD YOU SEE HIS ARMS OR ANYTHING LIKE THAT,1
NO OKAY SO DID YOU NOTICE ANY MARKING OR ANY TATTOOS OR ANYTHING ON HIM AT ALL,1
NO OKAY WHAT ABOUT ANY PIERCINGS LIKE DID HE HAVE ANY EARRINGS OR JEWELLERY OR ANYTHING LIKE THAT DO YOU REMEMBER THAT,1
NO OKAY DO YOU KNOW WHAT COLOUR EYES HE HAD,1
YEAH WHAT COLOUR WERE THEY,1
BLUE OKAY SO HE HAD BLUE EYES AND GREY HAIR WITH A SHORT BEARD ON HIS CHIN,2
OKAY AND DO YOU REMEMBER WHAT COLOUR HIS SKIN WAS,1
OKAY WHAT SORT OF THINGS DO YOU LIKE TO DO WITH YOUR COUSIN,1
OKAY,2
OKAY TELL ME ALL ABOUT STAYING AT YOUR COUSIN'S HOUSE,0
OKAY AND YOU STAY ON THE BLOW-UP MATTRESS OKAY TELL ME ABOUT THE LAST TIME YU STAYED AT YOUR COUSIN'S HOUSE,0
SORRY HE WOKE YOU UP IN THE MIDDLE OF THE NIGHT,2
YEAH OKAY AND WHAT HAPPENED,1
OH OKAY YEAH,2
YEAH OKAY SOMETHING IN YOUR BOTTOM THEN WHAT HAPPENED,0
OKAY DID ANYTHING ELSE HAPPEN,1
OKAY HE PUT SOMETHING IN YOUR BOTTOM AND HE PULLED IT OUT AND PUT BACK IN A FEW TIMES,2
OKAY AND THEN WHAT HAPPENED,0
HAD HIS DIRTY SPOT IN HIS HAND WHAT ELSE HAPPENED,0
OKAY SO YOU SAID BEFORE THAT HE PUT SOMETHING IN YOUR BOTTOM TELL ME EVERYTHING ABOUT THAT PART,0
OKAY YEAH TELL ME EVERYTHING ABOUT THE PART WHERE HE HAD THE DIRTY SPOT IN HIS HAND,0
OKAY SO I WASN'T THERE CAN YOU TELL ME A BIT MORE ABOUT HIS DIRTY SPOT,1
YEAH WHAT CAN YOU TELL ME ABOUT HIS DIRTY SPOT,1
LONG AND HARD OKAY DID YOU SEE HIS DIRTY SPOT IS THAT WHAT IT FELT LIKE OR SOMETHING ELSE,1
OKAY I'M A BIT CONFUSED ABOUT THE DIRTY SPOT CAN YOU TELL ME A BIT MORE ABOUT IT,1
YEAH WHAT CAN YOU TELL ME ABOUT IT,1
OKAY SO HE'S HAD HIS PANTS DOWN AND IT WAS OUT WHAT ELSE,0
YEAH CAN YOU TELL ME ANYMORE ABOUT IT BEING BIG AND YUCKY,1
DID HE SAY ANYTHING TO YOU,1
NO DID YOU SAY ANYTHING TO HIM,1
OKAY SO WHAT HAPPENED AFTER YOU STARTED CRYING,0
OKAY YOU SAID THAT HIS DIRTY SPOT WAS REALLY BIG AND THAT IT WAS LONG AND HARD,2
SO IT WAS REALLY YUCK WHAT COLOUR WAS IT,2
HIS SKIN COLOUR OKAY DO YOU KNOW IF THE DIRTY SPOT HAS ANOTHER NAME,1
WHAT'S THE OTHER NAME FOR IT,1
HIS WILLY OKAY AND YOU SAID THAT HE PUT SOMETHING IN YOUR BOTTOM,2
YEAH DO YOU KNOW WHAT IT WAS THAT HE PUT IN YOUR BOTTOM,1
OKAY AND WHAT PART OF YOUR BODY DO YOU MEAN WITH YOUR BOTTOM,1
SORRY,2
OH OKAY WHERE YOU DO POOS OKAY IS THIS THE FIRST TIME THAT YOUR COUSIN HAS DONE SOMETHING LIKE THIS TO YOU,1
YEAH DID YOU TELL ANYBODY ABOUT IT,1
YOU TOLD YOUR MUM OKAY AND DID ANYBODY SEE WHAT HAPPENED,1
NO SO WHERE WAS MUM WHEN IT HAPPENED,1
SHE WAS AT HOME WAS THERE ANYBODY ELSE IN THE HOUSE,1
OKAY AND WHERE WERE THEY,1
OH OKAY AND YOU SAID THAT YOUR COUSIN DIDN'T SAY ANYTHING TO YOU,1
AND YOU DIDN'T SAY ANYTHING TO HIM,1
BUT YOU DID TELL MUM,1
SO SARAH CAN YOU TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,1
YEAH WHAT ARE WE TALKING ABOUT TODAY,1
YEAH OKAY WHAT ABOUT YOUR BACK,1
IT'S SORE IS IT HOW DID IT GET SORE,1
IT JUST HURTS DOES IT I HEARD THAT YOU HAD SOME MARKS ON YOUR BACK IS THAT RIGHT,2
WHERE DID THE MARKS COME FROM,1
OKAY FROM A STICK DID YOU GET HIT WITH A STICK,1
AND WHO HIT YOU WITH THE STICK,1
MARK HIT YOU WITH THE STICK CAN YOU TELL ME WHAT HAPPENED WHEN HE HIT YOU WITH THE STICK,1
WHAT HAPPENED NEXT,0
HE SAID YOU WERE IN TROUBLE,2
WHAT WERE YOU IN TROUBLE FOR DO YOU KNOW,1
YEAH CAN YOU TELL ME ABOUT IT,1
OKAY SO YOU SAID YOU WERE IN TROUBLE WHY WERE YOU IN TROUBLE WHY WERE YOU IN TROUBLE,1
BROKE THE CONTROL,2
WHAT KIND OF CONTROL WAS THAT,1
OKAY SO I'VE HEARD THAT YOU WERE HIT WITH A STICK BY MARK BECAUSE YOU BROKE THE NINTENDO CONTROL IS THAT RIGHT,1
OKAY AND WHAT HAPPENED WHEN HE HIT YOU WITH THE STICK WHERE WERE YOU,1
IN YOUR BEDROOM WAS THERE ANYONE ELSE HOME,1
AND DO YOU REMEMBER WHERE YOU WERE WHY YOU WERE IN THE BEDROOM,1
WHY WAS THAT,1
OKAY DID ANYTHING ELSE HAPPEN AFTER HE HIT YOU WITH THE STICK,1
YEAH WHAT HAPPENED CAN YOU TELL ME ABOUT THAT,1
OKAY DO YOU KNOW WHERE HE WENT,1
WHERE DID HE GO,1
OKAY DID YOU TALK TO MARK AT ALL ABOUT THE MARKS AFTERWARDS,1
DID YOU SHOW ANYONE ELSE THE MARKS,1
WHO DID YOU SHOW,1
THE NURSE OKAY NOW THE NURSE SAID THAT YOU DIDN'T REALLY WANT TO TALK ABOUT THE MARKS WHY WAS THAT,2
OKAY DID MARK SAY ANYTHING ABOUT WHEN HE HIT YOU,1
WHAT DID HE SAY,1
DON'T TELL ANYONE WHAT HAPPENED AFTER THAT,0
OKAY HOW MANY TIMES DID HE WHACK YOU,1
LOTS OF TIMES,1
OKAY IS THIS THE ONLY TIME THAT HE'S HIT YOU,1
DO YOU REMEMBER HOW LONG HE WAS HITTING YOU FOR,1
NO DO YOU KNOW WHERE HE GOT THE STICK FROM,1
OKAY AND WHO IS MARK,1
YOUR COUSIN DO YOU KNOW HOW OLD MARK IS,1
YEAH HOW OLD IS HE,1
OLDER THAN YOU,1
IS HE OLDER THAN YOUR PARENTS,1
OKAY WHERE DOES MARK LIVE,1
OKAY WAS ANYONE ELSE HOME WHEN HE HIT YOU,1
DID ANYBODY ELSE SEE THE MARKS,1
NO WHY NOT,1
OKAY SO TELL ME MORE ABOUT THE PART WHERE YOU BROKE THE CONTROLLER WHAT HAPPENED,0
OKAY,2
OKAY SO NO ONE ELSE WAS HOME WHERE WAS EVERYONE ELSE,1
AT WORK OKAY AND WHY WAS MARK THERE,2
TO PLAY OKAY OKAY SO YOU'VE TOLD ME QUITE A BIT LET ME JUST DOUBLE-CHECK THAT I'VE GOT ALL OF THAT RIGHT SO MARK WAS WITH YOU AND YOU WERE PLAYING NINTENDO AND YOU STOOD UP AND BROKE THE CONTROLLER AND THEN HE GOT ANGRY AT YOU FOR THAT SO YOU WENT TO THE GARDEN AND GOT A STICK AND THEN HE HIT YOU WITH IT LOTS OF TIMES AND THEN AFTER THAT HE JUST LEFT AND HE TOLD YOU NOT TO TELL ANYONE,1
IS THERE ANYTHING ELSE YOU WANT TO TELL ME THAT I'VE MISSED,1
…TALK TO ME ABOUT TODAY,0
OKAY WHAT ABOUT YOUR TEACHER,1
YOU DON'T LIKE PLAYING GAMES WITH YOUR TEACHER,2
TELL ME ABOUT THE GAMES YOU PLAY WITH YOUR TEACHER,0
SHOW AND TELL,2
OKAY SO TELL ME MORE ABOUT SHOW AND TELL I'M NOT THERE SO I NEED YOU TO TELL ME IN AS MUCH DETAIL AS YOU CAN RIGHT FROM THE BEGINNING ABOUT WHAT SHOW AND TELL IS,0
SORRY I MISSED THAT I DIDN'T HEAR THAT,2
YEAH,2
IS THAT RIGHT,1
YEAH OKAY ALL RIGHT JUST TEL ME MORE ABOUT SHOW AND TELL THEN BECAUSE YOU SAID ABOUT SHOW AND TELL TELL ME IN AS MUCH DETAIL AS YOU CAN ABOUT SHOW AND TELL,0
OKAY SO WHO IS HE,1
YOUR TEACHER WHAT'S HIS NAME,1
MR MATTHEWS OKAY SO DURING SHOW AND TELL MR MATTHEWS FOLLOWS YOU INTO THE CUPBOARD WHEN YOU PUT THE PAINTS AWAY TELL ME ABOUT HIM FOLLOWING TELL ME MUCH MORE ABOUT HIM FOLLOWING YOU INTO THE CUPBOARD WHEN YOU PUT THE PAINTS AWAY,0
SO HE FOLLOWS YOU INTO THE CUPBOARD AND TELLS YOU THAT HE WANTS TO TEACH YOU HOW TO DO SHOW AND TELL DID I HEAR THAT RIGHT,1
OKAY SO TELL ME MUCH MORE ABOUT THAT,0
YEAH HE HAS TO GO FIRST AND WHAT THEN,1
AND THEN IT'S YOUR TURN YEAH AND WHAT HAPPENS THEN,1
OKAY SO HE TELLS YOU THAT HE NEEDS TO GO FIRST AND THEN IT'S YOUR TURN THEN HE TELLS YOU NOT TO TELL ANYONE OR YOU GET INTO TROUBLE,2
AND WHAT HAPPENS AFTER THAT,0
YOU PLAY OUTSIDE OKAY YOU'VE DONE A GREAT JOB IN TALKING TO ME TODAY YOU'RE DOING REALLY WELL TELLME JUST FROM THE BEGINNING WHEN HE FOLLOWS YOU INTO THE CUPBOARD JUST TELL ME THAT BIT WHEN HE FOLLOWS YOU INTO THE CUPBOARD SO THE BIT WHEN HE GOES FIRST,0
YEAH WHAT THEN,0
SO HE FOLLOWS YOU INTO THE CUPBOARD AND THEN HE PULLS HIS PANTS DOWN AND SHOWS YOU HIS WILLY IS THAT HAVE I GOT THAT RIGHT,1
OKAY AND WHAT THEN,0
AND THEN YOU HAVE TO PULL YOUR DRESS UP YEAH SORRY I THINK I'VE INTERRUPTED YOU,2
HE PULLS I'M JUST TRYING TO MAKE SURE THAT I UNDERSTAND EVERYTHING THAT YOU'RE TELLING ME SO MAKE SURE THAT YOU AS WE SAID AT THE BEGINNING THAT YOU CORRECT ME IF I HAVEN'T GOT SOMETHING RIGHT IS THAT OKAY,2
OKAY SO HE FOLLOWS YOU INTO THE CUPBOARD THEN HE PULLS HIS PANTS DOWN SHOWS YOU HIS WILLY YOU PULL YOUR DRESS UP BUT THEN ALSO YOU SHOW HIM YOUR WINI IS THAT RIGHT,2
YEAH OKAY YOU'RE DOING A REALLY GOOD JOB WITH TELLING ME THOSE THINGS I JUST WANTED TO UNDERSTAND A BIT MORE LUCY JUST ABOUT HIM PULLING HIS PANTS DOWN SO TELL ME IN AS MUCH DETAIL AS YOU CAN ABOUT HIM PULLING HIS PANTS DOWN,0
AND HIS UNDIES YEAH AND WHAT THEN,0
OKAY SO YOU SAID TO ME BEFORE THAT HE GOES FIRST CAN YOU JUST TELL ME A BIT MORE ABOUT THAT,1
YEAH TELL ME ABOUT THAT,0
OH OKAY ALL RIGHT SO I JUST WANT TO MAKE SURE I'VE UNDERSTOOD EVERYTHING THAT YOU'RE SAYING CAN YOU JUST TELL ME RIGHT FROM ABOUT WHEN HE SHOWED YOU HIS WILLY SO THEN YOU SHOWING HIM YOUR WINI,1
SORRY I MISSED THAT,2
OKAY SO WHAT DO YOU MEAN HE GOES FIRST,1
RIGHT OKAY YEAH I THINK I'VE UNDERSTOOD THAT SO ALL RIGHT AND WHAT DO YOU MEAN YOUR TURN,1
OKAY SO TELL ME A LOT MORE DETAIL PLEASE ABOUT HOW HE SHOWS HOW YOU SHOW HIM YOUR WINI,1
OKAY AND WHAT'S THAT SAME THING,1
SORRY,2
HE JUST DOES SEE YOUR WINI YEAH HOW DOES HE COME TO SEE YOUR WINI,2
OKAY SO ARE YOU WEARING PANTS OR UNDERPANTS OR ANYTHING ELSE UNDER YOUR DRESS,1
YEAH WHAT ARE YOU WEARING,1
UNDIES OKAY WHAT DO YOU MEAN BY WINI BECAUSE PEOPLE USE DIFFERENT NAMES FOR DIFFERENT PARTS OF THEIR BODY WHAT DO YOU MEAN WITH YOU WINI,1
YOUR WHAT SORRY,2
YOUR PRIVATE OKAY ALL RIGHT SO I'M A LITTLE BIT CONFUSED IF YOU'VE GOT UNDIES ON HOW DOES HE GET TO SEE YOUR WINI,1
OKAY SO TELL ME ABOUT HOW YOU SHOWED HIM,0
YEAH OKAY ALL RIGHT SO HE GOES FIRST AND THEN IT'S YOUR TURN AND SO TELL ME MORE LUCY ABOUT HOW IT'S YOUR TURN AND THEN BETWEEN WHEN IT'S YOUR TURN AND THEN WHEN HE SAYS NOT TO TELL ANYONE CAN YOU TELL ME EVERY TELL ME EVERYTHING THAT HAPPENS THEN,1
YEAH TELL ME EVERYTHING THAT HAPPENS BETWEEN WHEN IT'S YOUR TURN AND THEN WHEN HE SAYS NOT TO TELL,0
OH OKAY HOW DO YOU PULL YOUR UNDIES DOWN,1
YEAH IS THAT LIKE WITH YOUR HANDS OR WITH SOMETHING ELSE,1
YOUR HAND YEAH ALL RIGHT SO WHAT NEXT WHAT HAPPENS NEXT,0
OKAY AND WHAT THEN,0
CAN YOU TELL ME A LITTLE BIT ABOUT WHAT YOU SAID,1
OKAY CAN YOU TELL ME WHAT YOU DIDN'T LIKE ABOUT IT,1
YEAH SO I'M LISTENING TO YOU AND I WONDERED WHAT THAT MIGHT BE,2
OKAY CAN YOU TELL ME A LITTLE BIT ABOUT THE RUDE THING,1
YEAH I'M LISTENING TO YOU SO YOU TELL ME EVERYTHING THAT HAPPENED THAT YOU CAN REMEMBER,0
HM-HM,2
OKAY AND CAN YOU TELL ME A LITTLE BIT MORE ABOUT WHAT WAS HAPPENING,1
YEAH SO I'M LISTENING TO YOU YOU TELL ME EVERYTHING THAT YOU CAN REMEMBER,0
OKAY AND CAN YOU TELL ME A BIT MORE ABOUT THE BED BOUNCING UP AND DOWN,1
YEAH WHAT WAS HAPPENING,1
OKAY AND CAN YOU REMEMBER ANYTHING ELSE,1
CAN YOU TELL ME A BIT ABOUT THAT,1
HM-HM,2
